title,name,Price Per Unit,Price Per Measure,Promotion,
Morrisons Stuffed Peppers,Morrisons Stuffed Peppers150g,£2.45,£1.63 per 100g,"Offer price £2.45, was £2.75",fresh
Morrisons  Sun Blush Tomato & Garlic Flatbread ,Morrisons  Sun Blush Tomato & Garlic Flatbread 260g,£2.30,88.5p per 100g,,fresh
Morrisons Sweet & Sour Battered Chicken,Morrisons Sweet & Sour Battered Chicken400g,£1.69,£4.23 per kg,,fresh
Morrisons Sweet & Sour Chicken & Egg Fried Rice,Morrisons Sweet & Sour Chicken & Egg Fried Rice375g,£3.49,93.1p per 100g,,fresh
Morrisons Sweet Chilli Chicken,Morrisons Sweet Chilli Chicken390g,£4.49,£11.51 per kg,Buy 2 for £8,fresh
Morrisons Sweet Chilli Chicken Wings,Morrisons Sweet Chilli Chicken Wings450g,£3.25,£7.22 per kg,,fresh
Morrisons Sweet Chilli Houmous,Morrisons Sweet Chilli Houmous200g,£1.35,67.5p per 100g,Buy 2 for £2,fresh
 Morrisons Sweet Chilli Noodles, Morrisons Sweet Chilli Noodles260g,£2.49,95.8p per 100g,Buy 2 for £4,fresh
Morrisons Sweet Pancakes,Morrisons Sweet Pancakes6 per pack,£1.85,30.9p each,"Offer price £1.85, was £1.99",fresh
Morrisons Sweet Potato Fritters,Morrisons Sweet Potato Fritters225g,£2.50,£1.11 per 100g,,fresh
Morrisons Swiss Le Gruyere Cheese,Morrisons Swiss Le Gruyere Cheese170g,£3.49,£20.53 per kg,,fresh
Morrisons Takeaway Beef In Black Bean,Morrisons Takeaway Beef In Black Bean350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Chicken Dhansak,Morrisons Takeaway Chicken Dhansak350g,£3.99,£1.14 per 100g,,fresh
Morrisons Takeaway Chinese Special Chow Mein,Morrisons Takeaway Chin...350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Crispy Chilli Chicken ,Morrisons Takeaway Crispy Chilli Chicken 400g,£3.99,£9.98 per kg,,fresh
Morrisons Takeaway Crispy Lemon Chicken,Morrisons Takeaway Crispy Lemon Chicken400g,£3.99,£9.98 per kg,,fresh
Morrisons Takeaway Egg Fried Rice,Morrisons Takeaway Egg Fried Rice270g,£1.79,66.3p per 100g,,fresh
Morrisons Takeaway Indian Aloo Gobi Saag,Morrisons Takeaway Indian Aloo Gobi Saag225g,£1.59,£7.07 per kg,,fresh
Morrisons Takeaway Indian Bombay Potato,Morrisons Takeaway Indian Bombay Potato225g,£1.59,£7.07 per kg,,fresh
Morrisons Takeaway Indian Chicken Balti,Morrisons Takeaway Indian Chicken Balti350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Chicken Jalfrezi,Morrisons Takeaway Indian Chicken Jalfrezi350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Chicken Korma,Morrisons Takeaway Indian Chicken Korma350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Chicken Madras,Morrisons Takeaway Indian Chicken Madras350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Chicken Makhani,Morrisons Takeaway Indian Chicken Makhani350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Chicken Tikka Masala,Morrisons Takeaway Indian...350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Hot Chicken Tikka Masala,Morrisons Takeaway Indian H...350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Indian Lamb Rogan Josh,Morrisons Takeaway Indian Lamb Rogan Josh350g,£3.99,£11.40 per kg,,fresh
Morrisons Takeaway Meal For 2 Chicken & Blackbean & Sweet and Sour ,Morrisons Takeaway Meal For 2 Chicken &...1245g,£9.25,£7.43 per kg,,fresh
Morrisons Takeaway Meal For 2 Sweet & Sour Curry,Morrisons Takeaway Meal For 2 Sweet & Sour Curry1245g,£9.25,£7.43 per kg,,fresh
Morrisons Takeaway Pilau Rice,Morrisons Takeaway Pilau Rice270g,£1.79,66.3p per 100g,,fresh
Morrisons Takeaway Tadka Dal ,Morrisons Takeaway Tadka Dal 300g,£2.09,£6.97 per kg,,fresh
Morrisons Takeaway Tricolor Rice,Morrisons Takeaway Tricolor Rice270g,£1.79,66.3p per 100g,,fresh
Morrisons Takeaway Vegetable Masala,Morrisons Takeaway Vegetable Masala350g,£3.99,£1.14 per 100g,,fresh
Morrisons Takeaway Vegetable Noodles,Morrisons Takeaway Vegetable Noodles250g,£1.60,£6.40 per kg,,fresh
Morrisons Tandoori Chicken Breast Fillets,Morrisons Tandoori Chicken Breast Fillets420g,£4.49,£10.69 per kg,Buy 2 for £8,fresh
Morrisons Taramasalata,Morrisons Taramasalata170g,£1.35,79.4p per 100g,Buy 2 for £2,fresh
Morrisons Taste Of America Pulled Chicken Burrito,Morrisons Taste Of America...400g,£3.99,£9.98 per kg,Buy 2 for £6,fresh
Morrisons Tex Mex BBQ Chicken With Paprika & Roasted Potatoes,Morrisons Tex Mex BBQ Chicken With...450g,£3.49,£7.76 per kg,Buy 2 for £6,fresh
Morrisons Tex Mex Chilli Con Carne & Rice,Morrisons Tex Mex Chilli Con Carne & Rice400g,£3.49,£8.73 per kg,Buy 2 for £6,fresh
Morrisons Tex Mex Dip Selection,Morrisons Tex Mex Dip Selection400g,£2.39,59.8p per 100g,,fresh
Morrisons Tex Mex Fajita Chicken & Spicy Rice,Morrisons Tex Mex Fajita Chicken & Spicy Rice400g,£3.49,£8.73 per kg,Buy 2 for £6,fresh
"Morrisons The Best 12"" Middle Eastern Vegetable Pizza","Morrisons The Best 12"" Middle...500g",£4.99,£9.98 per kg,,fresh
Morrisons The Best 2 Salmon En Croute ,Morrisons The Best 2 Salmon En Croute 450g,£5,£11.11 per kg,,fresh
Morrisons The Best 3 Cheese & Garlic Flatbreads,Morrisons The Best 3 Chee...275g,£2.49,90.5p per 100g,,fresh
Morrisons The Best 9 Month Matured Manchego,Morrisons The Best 9 Month Matured Manchego175g,£3.75,£21.43 per kg,,fresh
Morrisons The Best Aged Red Leicester,Morrisons The Best Aged Red Leicester300g,£2.85,£9.50 per kg,"Offer price £2.85, was £3.49",fresh
Morrisons The Best Apple Crumble Yogurt,Morrisons The Best Apple Crumble Yogurt150g,85p,56.6p per 100g,"Offer price 85p, was 95p",fresh
Morrisons The Best Bacon & Camembert Tart,Morrisons The Best Bacon & Camembert Tart150g,£1.99,£1.33 per 100g,,fresh
Morrisons The Best Barrel Aged Feta,Morrisons The Best Barrel Aged Feta150g,£2.09,£13.94 per kg,"Offer price £2.09, was £2.59",fresh
Morrisons The Best Basil Pesto Ravioli,Morrisons The Best Basil Pesto Ravioli250g,£2.99,£1.20 per 100g,,fresh
Morrisons The Best BBQ Pulled Pork & Corn Sandwich Filler,Morrisons The Best BBQ Pulled Por...150g,£2.25,£1.50 per 100g,,fresh
Morrisons The Best Beef And Wine Mezzalune ,Morrisons The Best Beef And Wine Mezzalune 250g,£2.99,£1.20 per 100g,,fresh
Morrisons The Best Beef Basted Roast Potatoes,Morrisons The Best Beef Basted Roast Potatoes400g,£2.49,£6.23 per kg,,fresh
Morrisons The Best Beef Bourguignon,Morrisons The Best Beef Bourguignon400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Beef Dripping Yorkshire Puddings,Morrisons The Best Beef Dripp...192g,£2.35,£12.24 per kg,,fresh
Morrisons The Best Beef Lasagne,Morrisons The Best Beef Lasagne750g,£6.49,86.5p per 100g,,fresh
Morrisons The Best Beef Massaman,Morrisons The Best Beef Massaman400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Beer Battered Cod Fillets,Morrisons The Best Beer Battered Cod Fillets390g,£4.25,£10.90 per kg,,fresh
Morrisons The Best Belgian Chocolate Milkshake,Morrisons The Best Belgia...250ml,£1.10,£4.40 per litre,,fresh
Morrisons The Best Black Cherry Yoghurt,Morrisons The Best Black Cherry Yoghurt150g,85p,56.6p per 100g,"Offer price 85p, was 89p",fresh
Morrisons The Best Black Olive Flatbread,Morrisons The Best Black Olive Flatbread75g,£1.85,£2.47 per 100g,,fresh
Morrisons The Best Breaded Wiltshire Ham ,Morrisons The Best Breaded Wiltshire Ham 120g,£2.99,£2.49 per 100g,Buy 2 for £5,fresh
Morrisons The Best Brie De Meaux,Morrisons The Best Brie De Meaux165g,£3.75,£22.73 per kg,,fresh
Morrisons The Best British Cheese Selection Pack ,Morrisons The Best British Cheese Selection Pack 155g,£3.49,£22.52 per kg,,fresh
Morrisons The Best British Dry Cured Unsmoked Gammon Steaks,Morrisons The Best British Dry Cu...400g,£4.50,£11.25 per kg,,fresh
Morrisons The Best British Lamb Moussaka,Morrisons The Best British Lamb Moussaka400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best British Maple Bacon & Cheddar Quiche,Morrisons The Best British Mapl...450g,£3.99,£8.87 per kg,,fresh
Morrisons The Best Brussels Pate  with Caramelised Shallots,Morrisons The Best Brussels Pate...150g,£2.75,£1.83 per 100g,,fresh
Morrisons The Best Brussels Pate With Wild Mushrooms,Morrisons The Best Brussels P...2 x 75g,£2.75,£1.83 per 100g,,fresh
Morrisons The Best Buffalo Mozzarella,Morrisons The Best Buffalo Mozzarella125g,£2.49,£19.92 per kg,,fresh
Morrisons The Best Butternut Squash & Sage Girasole,Morrisons The Best Butternut...250g,£2.99,£11.96 per kg,,fresh
Morrisons The Best Caled Vintage Cheddar,Morrisons The Best Caled Vintage Cheddar300g,£3.25,£10.83 per kg,,fresh
Morrisons The Best Cauliflower Cheese,Morrisons The Best Cauliflower Cheese400g,£2.95,£7.38 per kg,,fresh
Morrisons The Best Cave Aged Goats Cheese ,Morrisons The Best Cave Aged Goats Cheese 150g,£2.99,£1.99 per 100g,,fresh
Morrisons The Best Charlotte Potato Salad,Morrisons The Best Charlotte Potato Salad270g,£2.19,81.1p per 100g,,fresh
Morrisons The Best Charlotte Potato Salad & Coleslaw,Morrisons The Best Charlotte...450g,£2.79,62p per 100g,,fresh
  Morrisons The Best Cheese Coleslaw,  Morrisons The Best Cheese Coleslaw300g,£1.99,66.3p per 100g,,fresh
Morrisons The Best Cherry Tomato Goats Cheese & Spinach Tart,Morrisons The Best Cherry Tomato Go...150g,£1.99,£1.33 per 100g,,fresh
Morrisons The Best Chicken & Ham Pie Topped WithRosti,Morrisons The Best Chicken &...400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Chicken & Mushroom Soup,Morrisons The Best Chicken & Mushroom Soup600g,£2.99,£4.98 per kg,,fresh
Morrisons The Best Chicken And Pesto Pizza ,Morrisons The Best Chicken And Pesto Pizza 470g,£4.99,£10.62 per kg,,fresh
Morrisons The Best Chicken Biryani,Morrisons The Best Chicken Biryani400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Chicken Korma & Rice ,Morrisons The Best Chicken Korma & Rice 400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Chicken Primavera,Morrisons The Best Chicken Primavera400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Chicken Tikka Masala with Saffron Pilau Rice,Morrisons The Best Chicken Tikka Masa...400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Chocolate Mousse,Morrisons The Best Chocolate Mousse100g,85p,85p per 100g,,fresh
Morrisons The Best Chunky Pork Sausage Roll,Morrisons The Best Chunky Pork Sausage Roll200g,£2.49,£12.45 per kg,,fresh
Morrisons The Best Cinco Lanzas 16 Months,Morrisons The Best Cinco Lanzas 16 Months200g,£3.49,£17.45 per kg,,fresh
Morrisons The Best Coleslaw,Morrisons The Best Coleslaw500g,£2.50,50p per 100g,,fresh
 Morrisons The Best Coleslaw , Morrisons The Best Coleslaw 300g,£1.40,46.7p per 100g,,fresh
Morrisons The Best Coleslaw ,Morrisons The Best Coleslaw 180g,£1.09,£6.06 per kg,,fresh
Morrisons The Best Cottage Pie,Morrisons The Best Cottage Pie750g,£6.49,86.5p per 100g,,fresh
Morrisons The Best Cottage Pie with Real Ale Gravy,Morrisons The Best Cottage...400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Creamy Maris Piper Mash,Morrisons The Best Creamy Maris Piper Mash450g,£1.99,£4.42 per kg,,fresh
Morrisons The Best Cremes Brulees,Morrisons The Best Cremes Brulees2 x 102g,£3.79,£1.86 per 100g,,fresh
Morrisons The Best Dine In Creamy Garlic Mushrooms,Morrisons The Best Dine In Creamy Garlic Mushrooms300g,£3,£10.00 per kg,,fresh
Morrisons The Best Extra Mature Farmhouse Cheddar,Morrisons The Best Extra Ma...300g,£2.85,£9.50 per kg,"Offer price £2.85, was £3.25",fresh
Morrisons The Best Fennel Salami & Fior Di Latte Pizza ,Morrisons The Best Fennel Salam...458g,£4.99,£10.90 per kg,,fresh
Morrisons The Best Finely Sliced Applewood Smoked Ham,Morrisons The Best Finely Sli...100g,£2.99,£2.99 per 100g,Buy 2 for £5,fresh
Morrisons The Best Finely Sliced Dry Cured Cooked Ham,Morrisons The Best Finely Sli...100g,£2.99,£2.99 per 100g,Buy 2 for £5,fresh
 Morrisons The Best Finely Sliced Dry Cured Honey Roast Ham, Morrisons The Best Finely Sliced...100g,£2.99,£2.99 per 100g,Buy 2 for £5,fresh
Morrisons The Best Finely Sliced Topside Of Beef,Morrisons The Best Finely Sliced Topside Of Beef80g,£2.99,£3.74 per 100g,Buy 2 for £5,fresh
Morrisons The Best Five Cheese Pasta Sauce,Morrisons The Best Five Cheese Pasta Sauce350g,£2.75,78.6p per 100g,,fresh
Morrisons The Best French Camembert,Morrisons The Best French Camembert250g,£3.19,£12.76 per kg,,fresh
Morrisons The Best French Comte,Morrisons The Best French Comte170g,£3.39,£19.94 per kg,,fresh
Morrisons The Best Freshly Squeezed Orange Juice with Bits,Morrisons The Best Freshly Squeez...1L,£2.99,29.9p per 100ml,,fresh
Morrisons The Best Garlic Ciabatta Breadsticks,Morrisons The Best Garlic Ciabatta Breadsticks142g,£2,£1.41 per 100g,,fresh
Morrisons The Best Goats Cheese & Caramelised Onion Quiche,Morrisons The Best Goats Cheese &...450g,£3.99,88.7p per 100g,,fresh
Morrisons The Best Gooseberry Fool ,Morrisons The Best Gooseberry Fool 114g,95p,83.3p per 100g,,fresh
Morrisons The Best Gorgonzola Piccante,Morrisons The Best Gorgonzola Piccante150g,£2.99,£19.93 per kg,,fresh
Morrisons The Best Greek Yogurt 0% Fat,Morrisons The Best Greek Yogurt 0% Fat500g,£2.29,45.8p per 100g,,fresh
Morrisons The Best Greek Yogurt 10% Fat,Morrisons The Best Greek Yogurt 10% Fat500g,£2.29,45.8p per 100g,,fresh
Morrisons The Best Halloumi,Morrisons The Best Halloumi225g,£3.49,£15.51 per kg,,fresh
"Morrisons The Best Ham, Mushroom & Mascarpone Pizza ","Morrisons The Best Ham, Mushr...515g",£4.99,£9.69 per kg,,fresh
Morrisons The Best Hampshire Dry Cured Ham,Morrisons The Best Hamp...120g,£2.99,£2.49 per 100g,Buy 2 for £5,fresh
Morrisons The Best Hoisin Pork Pizza ,Morrisons The Best Hoisin Pork Pizza 470g,£4.99,£10.62 per kg,,fresh
Morrisons The Best Houmous Chickpea & Paprika,Morrisons The Best Houmou...170g,£1.89,£1.11 per 100g,,fresh
Morrisons The Best Japanese Yakitori Style Chicken Pizza,Morrisons The Best Japanese Yak...500g,£4.99,99.8p per 100g,,fresh
Morrisons The Best King Prawn & Chicken Paella,Morrisons The Best King Prawn & Chicken Paella350g,£4.49,£12.83 per kg,Buy 2 for £8,fresh
Morrisons The Best King Prawn Chicken & Chorizo Paella,Morrisons The Best King Prawn C...750g,£6.99,93.2p per 100g,,fresh
Morrisons The Best Korean BBQ Mushroom,Morrisons The Best Korean BBQ Mushroom400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Lancashire Hot Pot,Morrisons The Best Lancashire Hot Pot400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Langres ,Morrisons The Best Langres 180g,£3.25,£18.06 per kg,,fresh
Morrisons The Best  Lasagne Al Forno,Morrisons The Best  Lasagne Al Forno400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Mac & Cheese,Morrisons The Best Mac & Cheese800g,£6.99,87.4p per 100g,,fresh
Morrisons The Best Macaroni Cheese,Morrisons The Best Macaroni Cheese400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Madagascan Vanilla Custard,Morrisons The Best Madaga...500g,£2.39,47.8p per 100g,,fresh
Morrisons The Best Madagascan Vanilla Milkshake,Morrisons The Best Madaga...250ml,£1.10,£4.40 per litre,,fresh
Morrisons The Best Madagascan Vanilla Yoghurt,Morrisons The Best Madaga...150g,85p,56.7p per 100g,,fresh
Morrisons The Best Mango & Passion Fruit Cheesecakes,Morrisons The Best Mango & Pa...2 per pack,£3.25,£1.63 each,,fresh
Morrisons The Best Maran Heritage Breed Medium Eggs 6 pack,Morrisons The Best Maran Heritage...6 per pack,£2.49,41.5p each,,fresh
Morrisons The Best Margherita With Pesto Pizza ,Morrisons The Best Marghe...470g,£4.99,£10.62 per kg,,fresh
Morrisons The Best Maris Piper Dauphinoise Potatoes,Morrisons The Best Maris Pipe...400g,£2.75,£6.88 per kg,,fresh
Morrisons The Best Mature Blue Stilton,Morrisons The Best Mature Blue Stilton200g,£3.19,£15.95 per kg,,fresh
Morrisons The Best Mature Double Gloucester,Morrisons The Best Mature Double Gloucester225g,£3.19,£14.18 per kg,,fresh
  Morrisons The Best Moroccan Couscous Salad,  Morrisons The Best Moroccan Couscous Salad240g,£2.49,£1.04 per 100g,Buy 2 for £4,fresh
Morrisons The Best Mortadella,Morrisons The Best Mortadella100g,£2.09,£2.09 per 100g,,fresh
Morrisons The Best Moussaka,Morrisons The Best Moussaka750g,£6.99,93.2p per 100g,,fresh
"Morrisons The Best Mushroom, White Wine & Roasted Garlic Girasole Pasta",Morrisons The Best Mushroom...250g,£2.99,£11.96 per kg,,fresh
Morrisons The Best Mushroom Soup,Morrisons The Best Mushroom Soup600g,£2.99,49.8p per 100g,,fresh
Morrisons The Best 'Nduja Meat Feast Pizza ,Morrisons The Best 'Nduja Meat Feast Pizza 465g,£4.99,£10.73 per kg,,fresh
Morrisons The Best Parmigiano Reggiano,Morrisons The Best Parmigiano Reggiano170g,£3.59,£21.12 per kg,,fresh
Morrisons The Best Pastrami New Yorker Sandwich Filler ,Morrisons The Best Pastrami New...140g,£2.25,£1.61 per 100g,,fresh
Morrisons The Best Pea & British Ham Hock Soup ,Morrisons The Best Pea & British Ham Hock Soup 600g,£2.99,49.8p per 100g,,fresh
Morrisons The Best Peaches & Cream Yogurt,Morrisons The Best Peaches & Cream Yogurt150g,85p,56.6p per 100g,"Offer price 85p, was 89p",fresh
Morrisons The Best Pepper & Mozzarella Pantofola,Morrisons The Best Pepper &...280g,£2.49,88.9p per 100g,,fresh
Morrisons The Best Pesto & Pine Nuts Houmous,Morrisons The Best Pesto & Pine Nuts Houmous170 per pack,£1.89,1.1p each,,fresh
Morrisons The Best Pesto Chicken & Tomatoes Sandwich Filler ,Morrisons The Best Pesto Chicken &...165g,£2.25,£1.36 per 100g,,fresh
Morrisons The Best Pink Lady With Strawberry Juice,Morrisons The Best Pink Lad...1L,£2.59,25.9p per 100ml,"Offer price £2.59, was £2.99",fresh
Morrisons The Best Pomodoro & Chianti Pasta Sauce ,Morrisons The Best Pomodoro...350g,£2.75,78.6p per 100g,,fresh
Morrisons The Best Prawn Bucatini,Morrisons The Best Prawn Bucatini400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Prawn Red Thai Curry,Morrisons The Best Prawn Red Thai Curry400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Prosciutto Di Parma Ham,Morrisons The Best Prosciutto Di Parma Ham70g,£2.99,£4.27 per 100g,,fresh
Morrisons The Best Ravensoak Goat's  Cheese,Morrisons The Best Ravensoak Goat's  Cheese150g,£2.99,£19.93 per kg,,fresh
Morrisons The Best Red Onion & Cheese Pantofola,Morrisons The Best Red Onion & Cheese Pantofola275g,£2.49,90.5p per 100g,,fresh
  Morrisons The Best Reduced Calorie Coleslaw,  Morrisons The Best Reduced Calorie Coleslaw300g,£1.40,46.7p per 100g,,fresh
Morrisons The Best Rhubarb And Custard Yoghurt,Morrisons The Best Rhubar...150g,85p,56.6p per 100g,"Offer price 85p, was 95p",fresh
Morrisons The Best Roasted Hazelnut Yogurt,Morrisons The Best Roasted Hazelnut Yogurt150g,95p,63.3p per 100g,,fresh
Morrisons The Best Roast Garlic & Herb Flatbread ,Morrisons The Best Roast Garlic & Herb Flatbread 255g,£2.49,97.6p per 100g,,fresh
Morrisons The Best Roquefort ,Morrisons The Best Roquefort 100g,£2.59,£25.90 per kg,,fresh
Morrisons The Best Salmon Smoked Haddock & King Prawn Fish Pie,Morrisons The Best Salmon Smoked Ha...700g,£6.99,£9.99 per kg,,fresh
Morrisons The Best Salmon Smoked Haddock & King Prawn Fish Pie,Morrisons The Best Salmon Smoked Ha...400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Salted Caramel Mousse,Morrisons The Best Salted Caramel Mousse100g,85p,85p per 100g,,fresh
Morrisons The Best Scottish Salmon Side With Orange & Cranberry,Morrisons The Best Scottish Salmon Si...870g,£13,£14.94 per kg,,fresh
Morrisons The Best Shepherd's Pie,Morrisons The Best Shepherd's Pie400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Shorthorn Steak Pie ,Morrisons The Best Shorthorn Steak Pie 550g,£5.49,99.8p per 100g,,fresh
Morrisons The Best Sicilian Lemon Yoghurt,Morrisons The Best Sicilian Lemon Yoghurt150g,85p,56.7p per 100g,,fresh
Morrisons The Best Smoked Salmon Buccatini,Morrisons The Best Smoked Salmon Buccatini350g,£4.49,£1.28 per 100g,Buy 2 for £8,fresh
Morrisons The Best Smoky Bean Medley Sandwich Filler ,Morrisons The Best Smoky Bean...150g,£2.25,£1.50 per 100g,,fresh
Morrisons The Best Somerset Crunch Cheddar,Morrisons The Best Somerset Crunch Cheddar300g,£3.25,£10.83 per kg,,fresh
Morrisons The Best Somerset Roast Chicken Breast,Morrisons The Best Somerset...120g,£2.99,£24.92 per kg,Buy 2 for £5,fresh
Morrisons The Best Spaghetti Bolognaise,Morrisons The Best Spaghetti Bolognaise400g,£4.49,£11.23 per kg,Buy 2 for £8,fresh
Morrisons The Best Spaghetti Carbonara,Morrisons The Best Spaghetti Carbonara400g,£4.49,£1.12 per 100g,Buy 2 for £8,fresh
Morrisons The Best Spanish Apricot Fool     ,Morrisons The Best Spanish Apricot Fool     114g,95p,83.3p per 100g,,fresh
Morrisons The Best Spanish Chicken,Morrisons The Best Spanish Chicken800g,£6.99,87.4p per 100g,,fresh
Morrisons The Best Spanish Mandarin Orange & Yuzu Juice,Morrisons The Best Spanish Mand...1L,£2.59,25.9p per 100ml,,fresh
Morrisons The Best Spinach & Pinenut Pasta Salad,Morrisons The Best Spinach...215g,£2.49,£1.16 per 100g,,fresh
