title,name,Price Per Unit,Price Per Measure,Promotion,
Rubicon Still Mango Juice Drink,Rubicon Still Mango Juice Drink1L,£1.25,12.5p per 100ml,,world-foods
Rubicon Still Passion Fruit Juice Drink,Rubicon Still Passion Fruit Juice Drink1L,£1.25,12.5p per 100ml,,world-foods
Salaam Basmati Rice  ,Salaam Basmati Rice  10kg,£17.99,£1.80 per kg,,world-foods
Salaam Basmati Rice,Salaam Basmati Rice5kg,£8.99,£1.80 per kg,,world-foods
Samai Garlic Plantain Chips,Samai Garlic Plantain Chips75g,85p,£1.13 per 100g,,world-foods
Samai Jalapeno Chilli Plantain Chips ,Samai Jalapeno Chilli Plantain Chips 75g,85p,£1.13 per 100g,,world-foods
Samai Naturally Sweet Plantain Chips,Samai Naturally Sweet Plantain Chips75g,85p,£1.13 per 100g,,world-foods
Samai Pacific Sea Salt Plantain Chips,Samai Pacific Sea Salt Plantain Chips75g,85p,£1.13 per 100g,,world-foods
Samyang Hot Chicken Cup Ramen,Samyang Hot Chicken Cup Ramen70g,£1.75,£2.50 per 100g,,world-foods
Samyang Hot Chicken Flavor Ramen ,Samyang Hot Chicken Flavor Ramen 140g,£1,£7.14 per kg,,world-foods
Sara Sunflower Seeds,Sara Sunflower Seeds150g,£1.25,83.3p per 100g,,world-foods
Sea Isle Black Beans In Salted Water ,Sea Isle Black Beans In Salted Water 240g,69p,£2.88 per kg,,world-foods
Sea Isle Blackeye Beans In Salted Water,Sea Isle Blackeye Beans In Salted Water240g,69p,£2.88 per kg,,world-foods
Sea Isle Gunga Peas In Salted Water ,Sea Isle Gunga Peas In Salted Water 240g,69p,£2.88 per kg,,world-foods
Sea Isle Peas & Beans Mix In Salted Water,Sea Isle Peas & Beans Mix In Salted Water400g,69p,£1.73 per kg,,world-foods
Sea Isle Red Kidney Beans In Salted Water ,Sea Isle Red Kidney Beans In Salted Water 240g,69p,£2.88 per kg,,world-foods
Sea Isle Strawberry Flavour Syrup,Sea Isle Strawberry Flavour Syrup750ml,£2.10,28p per 100ml,,world-foods
Sera Mild Pepper Paste ,Sera Mild Pepper Paste 350g,£1.95,55.7p per 100g,,world-foods
Sera Pomegranate Molasses,Sera Pomegranate Molasses250ml,£1.50,60p per 100ml,,world-foods
Serge Peanut Punch Milk Drink ,Serge Peanut Punch Milk Drink 240ml,£1,41.7p per 100ml,,world-foods
Sesame Snaps,Sesame Snaps4 x 30g,95p,79.2p per 100g,,world-foods
Sesame Snaps with Coconut,Sesame Snaps with Coconut4 x 30g,95p,79.2p per 100g,,world-foods
Sesame Snaps with Yogurt,Sesame Snaps with Yogurt4 x 30g,95p,79.2p per 100g,,world-foods
Seven Moons Udon Japanese Style Noodles,Seven Moons Udon Japanese Style Noodles400g,£1.49,£3.73 per kg,,world-foods
Shahzada Basmati Rice,Shahzada Basmati Rice10kg,£16,£1.60 per kg,,world-foods
Shalimar Monkey Nuts ,Shalimar Monkey Nuts 300g,£1,33.3p per 100g,,world-foods
Shana Aloo Paratha ,Shana Aloo Paratha 4 per pack,£1.75,43.8p each,"Offer price £1.75, was £2.25",world-foods
Shana Chilli Paratha,Shana Chilli Paratha5 per pack,£1.70,34p each,"Offer price £1.70, was £1.89",world-foods
Shana Chopped Spinach,Shana Chopped Spinach300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Garlic Paratha,Shana Garlic Paratha5 per pack,£1.70,34p each,"Offer price £1.70, was £1.89",world-foods
Shana Green Chilli,Shana Green Chilli300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Karela,Shana Karela300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Masala Chapatti,Shana Masala Chapatti300g,£1.70,£5.67 per kg,"Offer price £1.70, was £1.89",world-foods
Shana Methi,Shana Methi300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Okra Sliced Rings,Shana Okra Sliced Rings300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Onion Paratha ,Shana Onion Paratha 400g,£1.70,£4.25 per kg,"Offer price £1.70, was £1.89",world-foods
Shana Original Paratha,Shana Original Paratha400g,£1.70,£4.25 per kg,"Offer price £1.70, was £1.89",world-foods
Shana Paratha Light,Shana Paratha Light325g,£1.70,52.4p per 100g,"Offer price £1.70, was £1.89",world-foods
Shana Plain Lacha Paratha,Shana Plain Lacha Paratha400g,£1.70,£4.25 per kg,"Offer price £1.70, was £1.89",world-foods
Shana Punjabi Samosa ,Shana Punjabi Samosa 460g,£2.25,£4.89 per kg,"Offer price £2.25, was £2.75",world-foods
Shana Saragawa,Shana Saragawa300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Shredded Coconut,Shana Shredded Coconut300g,£1.75,£5.83 per kg,"Offer price £1.75, was £1.89",world-foods
Shana Whole Baby Okra ,Shana Whole Baby Okra 300g,£1.10,£3.67 per kg,"Offer price £1.10, was £1.25",world-foods
Shana Wholemeal Chapatti,Shana Wholemeal Chapatti320g,£1.70,£5.32 per kg,"Offer price £1.70, was £1.89",world-foods
Shazans Beef Mince,Shazans Beef Mince500g,£4.99,£9.98 per kg,,world-foods
Shazans Chicken Breast Fillets,Shazans Chicken Breast Fillets1.8kg,£11.50,£6.39 per kg,"Offer price £11.50, was £14",world-foods
Shazans Chicken Breast Fillets,Shazans Chicken Breast Fillets650g,£5.50,84.6p per 100g,,world-foods
Shazans Chicken Diced Breast Fillets,Shazans Chicken Diced Breast Fillets450g,£4.80,£1.07 per 100g,,world-foods
Shazans Chicken Drumsticks,Shazans Chicken Drumsticks1kg,£4.80,48p per 100g,,world-foods
Shazans Chicken Mini Fillets,Shazans Chicken Mini Fillets500g,£4.99,£9.98 per kg,,world-foods
Shazans Chicken Thigh Fillet,Shazans Chicken Thigh Fillet600g,£4.75,79.2p per 100g,,world-foods
Shazans Chicken Thighs,Shazans Chicken Thighs1kg,£4.65,46.5p per 100g,,world-foods
Shazans Chicken Wings,Shazans Chicken Wings1kg,£4.65,46.5p per 100g,,world-foods
Shazan Select HMC Chicken Curry Cuts,Shazan Select HMC Chicken Curry Cuts1kg,£4,£4.00 per kg,,world-foods
Shazans Firecracker Lamb Sausage,Shazans Firecracker Lamb Sausage300g,£4.40,£1.47 per 100g,,world-foods
Shazans Jerk Chicken,Shazans Jerk Chicken2kg,£5.50,£2.75 per kg,"Offer price £5.50, was £6.49",world-foods
Shazans Peri Peri Chicken Thighs,Shazans Peri Peri Chicken Thighs900g,£4.99,£5.54 per kg,,world-foods
Shazans Select Beef Burgers,Shazans Select Beef Burgers454g,£4.99,£10.99 per kg,,world-foods
Shazans Select Chicken Breast Fillets,Shazans Select Chicken Breast Fillets450g,£4.99,£11.09 per kg,,world-foods
Shazans Select Chicken Drums And Thighs,Shazans Select Chicken Drums And Thighs1kg,£5.25,£5.25 per kg,,world-foods
Shazans Select Chicken Drumsticks,Shazans Select Chicken Drumsticks1kg,£5.25,£5.25 per kg,,world-foods
Shazans Select Chicken Thigh Fillets ,Shazans Select Chicken Thigh Fillets 600g,£4.99,£8.32 per kg,,world-foods
Shazans Select Chicken Thighs,Shazans Select Chicken Thighs1kg,£4.99,£4.99 per kg,,world-foods
Shazans Select Chicken Wings,Shazans Select Chicken Wings1kg,£4.69,£4.69 per kg,,world-foods
Shazans Select Medium Whole Chicken ,Shazans Select Medium Whole Chicken 1.8kg,£5.75,£3.19 per kg,,world-foods
Shazans Select Peri Peri Baby Chicken,Shazans Select Peri Peri Baby Chicken1kg,£4.49,£4.49 per kg,,world-foods
Shazans Select Peri Peri Chicken,Shazans Select Peri Peri Chicken1.6kg,£6.25,£3.91 per kg,,world-foods
Shazans Tandoori Platter,Shazans Tandoori Platter1.6kg,£6.50,40.6p per 100g,,world-foods
Sokolow Boczek,Sokolow Boczek400g,£3.79,94.8p per 100g,"Offer price £3.79, was £3.99",world-foods
Sokolow Bukowe Sausages,Sokolow Bukowe Sausages600g,£2.59,43.2p per 100g,,world-foods
Sokolow Cooked And Smoked Garlic Polish Sausage,Sokolow Cooked And Smoked...400g,£2.15,£5.38 per kg,,world-foods
Sokolow Copernicus Best Polish Sausage,Sokolow Copernicus Best Polish Sausage350g,£2.35,67.1p per 100g,,world-foods
Sokolow Cottage Sausage,Sokolow Cottage Sausage280g,£2.40,85.7p per 100g,,world-foods
Sokolow Krakowska Slices,Sokolow Krakowska Slices200g,£2.60,£1.30 per 100g,,world-foods
Sokolow Polish Classic Hot Dogs,Sokolow Polish Classic Hot Dogs250g,£1.60,64p per 100g,,world-foods
Sokolow Polish Kabanos Sausage,Sokolow Polish Kabanos Sausage250g,£2.99,£1.20 per 100g,,world-foods
Sokolow Silesian Best Polish Sausage,Sokolow Silesian Best Polish Sausage340g,£2.75,£8.09 per kg,"Offer price £2.75, was £3",world-foods
Sokolow Sopocka Loin Slices,Sokolow Sopocka Loin Slices200g,£2.29,£1.15 per 100g,,world-foods
Sonko Milk Chocolate Coated Ricebar,Sonko Milk Chocolate Coated Ricebar16g,60p,£3.75 per 100g,,world-foods
Sorella Stew Oyster Mushrooms,Sorella Stew Oyster Mushrooms,£1.60,,"Offer price £1.60, was £2",world-foods
Squid Brand Fish Sauce,Squid Brand Fish Sauce725ml,£2.40,33.1p per 100ml,,world-foods
Strawberry Puffs Tubs,Strawberry Puffs Tubs170g,£1.20,70.6p per 100g,,world-foods
Sunrise Bakery Caribbean Hardo Bread,Sunrise Bakery Caribbean Hardo Bread800g,£2,25p per 100g,,world-foods
Sunrise Bakery Caribbean Spiced Bun   ,Sunrise Bakery Caribbean Spiced Bun   ,£2.20,,,world-foods
Sunshine Snacks Chee Zees Original ,Sunshine Snacks Chee Zees Original 45g,69p,£1.53 per 100g,,world-foods
Supermalt Original Non-Alcoholic Drink ,Supermalt Original Non-Alcoholic Drink 500ml,£1.15,23p per 100ml,,world-foods
Surya Laila Basmati Rice,Surya Laila Basmati Rice2kg,£4,£2.00 per kg,,world-foods
Swedish Fish,Swedish Fish88g,£2,£2.27 per 100g,,world-foods
Sweet Taste Of The USA Pick 'N' Mix Cup,Sweet Taste Of The USA Pick 'N' Mix Cup200g,£2.50,£1.25 per 100g,,world-foods
Sweetzone Bottle Mix,Sweetzone Bottle Mix180g,£1.49,82.8p per 100g,,world-foods
Sweetzone Candy Floss    ,Sweetzone Candy Floss    50g,£1.25,£2.50 per 100g,,world-foods
Sweetzone Fizzy Cola Bottles,Sweetzone Fizzy Cola Bottles90g,75p,83.3p per 100g,,world-foods
Sweetzone Fizzy Mix,Sweetzone Fizzy Mix200g,£1.49,74.5p per 100g,,world-foods
Sweetzone Mega Stix,Sweetzone Mega Stix225g,99p,44p per 100g,"Offer price 99p, was £1.49",world-foods
Sweetzone Party Mix,Sweetzone Party Mix200g,99p,49.5p per 100g,"Offer price 99p, was £1.49",world-foods
Sweetzone Rainbow Belts,Sweetzone Rainbow Belts170g,£1.50,88.2p per 100g,,world-foods
Sweetzone Tangy Mix,Sweetzone Tangy Mix200g,99p,49.5p per 100g,"Offer price 99p, was £1.49",world-foods
Sweetzone Tropical Blast,Sweetzone Tropical Blast225g,99p,44p per 100g,"Offer price 99p, was £1.50",world-foods
Tahira Beef Salami,Tahira Beef Salami80g,£2.35,£2.94 per 100g,,world-foods
Tahira Chicken & Turkey Cocktail Sausages,Tahira Chicken & Turkey Cocktail Sausages400g,£2.50,62.5p per 100g,,world-foods
Tahira Chicken & Turkey Hot Dog,Tahira Chicken & Turkey Hot Dog500g,£2.20,44p per 100g,,world-foods
Tahira Chicken Frankfurters Hot & Spicy ,Tahira Chicken Frankfurters Hot & Spicy 330g,£1.40,£4.24 per kg,,world-foods
Tahira Chicken With Tikka Sausage,Tahira Chicken With Tikka Sausage500g,£2.49,49.8p per 100g,,world-foods
Tahira Four Peppers Chicken Grills ,Tahira Four Peppers Chicken Grills 260g,£1,£3.85 per kg,,world-foods
Tahira Garlic & Herbs Chicken Grills ,Tahira Garlic & Herbs Chicken Grills 260g,£1,£3.85 per kg,,world-foods
Tahira  Hot & Spicy Chicken & Beef Sausage,Tahira  Hot & Spicy Chicken & Beef Sausage500g,£2.49,£4.98 per kg,,world-foods
Tahira Peri Peri Chicken Grills ,Tahira Peri Peri Chicken Grills 260g,£1,£3.85 per kg,,world-foods
Tahira Poultry Mortadella With Paprika ,Tahira Poultry Mortadella With Paprika 200g,£1.10,55p per 100g,"Offer price £1.10, was £1.25",world-foods
Taj Cassava Yuca Chips,Taj Cassava Yuca Chips1kg,£1.90,£1.90 per kg,,world-foods
Taj Crushed Garlic,Taj Crushed Garlic400g,75p,£1.88 per kg,,world-foods
Taj Crushed Ginger,Taj Crushed Ginger400g,75p,18.8p per 100g,,world-foods
Taj Crushed Green Chilli,Taj Crushed Green Chilli400g,£1,£2.50 per kg,,world-foods
Taj Diced Garlic,Taj Diced Garlic200g,70p,£3.50 per kg,,world-foods
Taj Diced Ginger,Taj Diced Ginger200g,70p,£3.50 per kg,,world-foods
Taj Ginger & Garlic Mixed Puree,Taj Ginger & Garlic Mixed Puree400g,70p,17.5p per 100g,,world-foods
Taj Original Paratha Family Pack,Taj Original Paratha Family Pack,£2.75,,,world-foods
Taj Original Paratha Flatbread,Taj Original Paratha Flatbread400g,95p,23.8p per 100g,,world-foods
Taj Spring Roll Pastry ,Taj Spring Roll Pastry 600g,£1.75,£2.92 per kg,,world-foods
Tamtad Stuffed Vine Leaves,Tamtad Stuffed Vine Leaves400g,£1.85,£4.63 per kg,,world-foods
Tarczynski Kielbasa Geesowska Polish Sausage,Tarczynski Kielbasa Gee...300g,£2.50,83.3p per 100g,"Offer price £2.50, was £2.95",world-foods
Tarczynski Pork Kabanos,Tarczynski Pork Kabanos105g,£2.09,£1.99 per 100g,,world-foods
Tarczynski Poultry Kabanos ,Tarczynski Poultry Kabanos 105g,£2.09,£1.99 per 100g,,world-foods
Tayto Cheese & Onion Crisps,Tayto Cheese & Onion Crisps150g,£1.85,£1.23 per 100g,,world-foods
Telma Chicken Flavour With Croutons Cup Of Soup,Telma Chicken Flavour Wit...2 x 24g,£1,£2.08 per 100g,,world-foods
Telma Kneidl Matzo Ball Mix   ,Telma Kneidl Matzo Ball Mix   84g,£1.79,£21.31 per kg,,world-foods
Telma Vegetable Cup Of Soup,Telma Vegetable Cup Of Soup2 x 22g,£1,£2.27 per 100g,,world-foods
Thai Dragon Pad Thai Rice Noodles,Thai Dragon Pad Thai Rice Noodles200g,£1.20,60p per 100g,,world-foods
Thai Dragon Rice Stick Noodles,Thai Dragon Rice Stick Noodles400g,£1.40,35p per 100g,,world-foods
Thai Dragon Thin Rice Noodles ,Thai Dragon Thin Rice Noodles 200g,75p,37.5p per 100g,,world-foods
Thai Taste Pad Thai Kit 235G,Thai Taste Pad Thai Kit 235G235g,£2,85.1p per 100g,,world-foods
Thai Taste Thai Green Curry Kit,Thai Taste Thai Green Curry Kit224g,£2,89.3p per 100g,,world-foods
Thai Taste Thai Massaman Curry,Thai Taste Thai Massaman Curry235g,£2,85.1p per 100g,,world-foods
Thai Taste Thai Red Curry Kit,Thai Taste Thai Red Curry Kit224g,£2,89.3p per 100g,,world-foods
The Clay Oven Bakery Garlic & Coriander Naan Breads,The Clay Oven Bakery Garlic &...300g,£1.25,41.7p per 100g,,world-foods
The Clay Oven Bakery Plain Naan Breads,The Clay Oven Bakery Plain Naan Breads300g,£1.25,41.7p per 100g,,world-foods
The Clay Oven Bakery Spicy Naan Bread,The Clay Oven Bakery Spicy Naan Bread300g,£1.25,41.7p per 100g,,world-foods
The Original Chocolate Chip Cookie Dough Bites ,The Original Chocolate Chip Cookie Dough Bites 88g,£2,£2.27 per 100g,,world-foods
The Original Patty Co. Vegetable Jamaican Patty,The Original Patty Co. Vegetable Jamaican Patty150g,99p,66p per 100g,,world-foods
Thomy Mayonnaise       ,Thomy Mayonnaise       265g,£2.19,82.6p per 100g,,world-foods
Tilda Grand Extra Long Basmati Rice,Tilda Grand Extra Long Basmati Rice5kg,£14.50,£2.90 per kg,,world-foods
Tilda Pure Basmati Rice,Tilda Pure Basmati Rice5kg,£12,£2.40 per kg,"Offer price £12, was £14.99",world-foods
Tilda Pure Basmati Rice,Tilda Pure Basmati Rice10kg,£25.99,£2.60 per kg,,world-foods
Tropical Sun All Purpose Season,Tropical Sun All Purpose Season100g,£1,£1.00 per 100g,,world-foods
Tropical Sun Chicken Seasoning ,Tropical Sun Chicken Seasoning 100g,£1,£1.00 per 100g,,world-foods
Tropical Sun Chilli Garlic Sauce,Tropical Sun Chilli Garlic Sauce150ml,£1.49,99.3p per 100ml,,world-foods
Tropical Sun Coconut Water,Tropical Sun Coconut Water520ml,£1.80,£3.46 per litre,,world-foods
Tropical Sun Everyday Season,Tropical Sun Everyday Season100g,£1,£1.00 per 100g,,world-foods
Tropical Sun Jamaica Ackee In Salted Water ,Tropical Sun Jamaica Ackee In Salted Water 340g,£7,£2.06 per 100g,,world-foods
Tropical Sun Jerk Seasoning ,Tropical Sun Jerk Seasoning 100g,£1.19,£1.19 per 100g,,world-foods
Tropical Sun Peri Peri Sauce ,Tropical Sun Peri Peri Sauce 150ml,£1.49,99.3p per 100ml,,world-foods
Tropical Sun Popcorn,Tropical Sun Popcorn500g,£1.49,29.8p per 100g,,world-foods
Tropical Sun Sweet Mango Chilli Sauce,Tropical Sun Sweet Mango Chilli Sauce150ml,£1.49,99.3p per 100ml,,world-foods
Tropical Vibes Lemonade Ocean Blue,Tropical Vibes Lemonade Ocean Blue300ml,£1,33.3p per 100ml,,world-foods
Tropical Vibes Lemonade Sassy Strawberry,Tropical Vibes Lemonade Sassy Strawberry300ml,£1,33.3p per 100ml,,world-foods
Tropical Vibes Lemonades Paradise Punch ,Tropical Vibes Lemonades Paradise Punch 300ml,£1,33.3p per 100ml,,world-foods
Tropical Vibes Sours Kawaii Kiwi ,Tropical Vibes Sours Kawaii Kiwi 300ml,£1,33.3p per 100ml,,world-foods
Tsing Tao Vegetable Spring Rolls,Tsing Tao Vegetable Spring Rolls750g,£3,£4.00 per kg,,world-foods
Twizzlers Strawberry Twist ,Twizzlers Strawberry Twist 70g,£1.80,£2.57 per 100g,,world-foods
Tymbark Apple-Peach-Strawberry Drink,Tymbark Apple-Peach-Strawberry Drink200ml,50p,25p per 100ml,,world-foods
Tymbark Apple Cherry Drink,Tymbark Apple Cherry Drink200ml,50p,25p per 100ml,,world-foods
Tymbark Apple Cherry Drink,Tymbark Apple Cherry Drink2L,£1.70,85.4p per litre,"Offer price £1.70, was £2.15",world-foods
Tymbark Multifruit Carrot Drink,Tymbark Multifruit Carrot Drink2L,£1.70,8.5p per 100ml,"Offer price £1.70, was £2.15",world-foods
Ulker Albeni Chocolate Bar,Ulker Albeni Chocolate Bar40g,50p,£1.25 per 100g,,world-foods
Ulker Biskrem Cocoa Biscuit,Ulker Biskrem Cocoa Biscuit100g,50p,50p per 100g,"Offer price 50p, was 65p",world-foods
Ulker Halley Biscuit,Ulker Halley Biscuit77g,50p,64.9p per 100g,"Offer price 50p, was 75p",world-foods
Vatika Naturals Enriched Hair Oil With Hibiscus ,Vatika Naturals Enriched Hair Oil With Hibiscus 200ml,£4.50,£2.25 per 100ml,,world-foods
V Bites Sage & Onion Vdeli Slices ,V Bites Sage & Onion Vdeli Slices 100g,£1.49,£14.90 per kg,,world-foods
Veetee Basmati Ricebox,Veetee Basmati Ricebox5kg,£9,£1.80 per kg,,world-foods
Veetee Mega Basmati Extra Long Premium Rice,Veetee Mega Basmati Extra Long Premium Rice5kg,£9.99,£2.00 per kg,,world-foods
Veetee Mega Extra Long Basmati Rice,Veetee Mega Extra Long Basmati Rice2kg,£3.99,£2.00 per kg,,world-foods
Veetee Supreme Basmati Rice ,Veetee Supreme Basmati Rice 5kg,£12,£2.40 per kg,,world-foods
Veetee Thai Fragrant Rice,Veetee Thai Fragrant Rice2kg,£3,£1.50 per kg,,world-foods
Vifon Chicken Curry Noodles,Vifon Chicken Curry Noodles70g,59p,£8.43 per kg,,world-foods
Vifon Chilli Chicken Instant Noodles,Vifon Chilli Chicken Instant Noodles70g,59p,84.3p per 100g,,world-foods
Vifon Chinski Chicken Instant Noodles ,Vifon Chinski Chicken Instant Noodles 70g,59p,£8.43 per kg,,world-foods
Vifon Zloty Chicken Instant Noodle Soup ,Vifon Zloty Chicken Instant Noodle Soup 70g,59p,£8.43 per kg,,world-foods
Virgil's Handcrafted Vanilla Cream Soda,Virgil's Handcrafted Vanilla Cream Soda355ml,£1.85,52.1p per 100ml,,world-foods
Virtu Dumplings with Cheese & Potatoes,Virtu Dumplings with Cheese & Potatoes400g,£1.59,£3.98 per kg,,world-foods
Warheads Lil Worms ,Warheads Lil Worms 99g,£2,£2.02 per 100g,,world-foods
Warheads Sour Jelly Beans,Warheads Sour Jelly Beans113g,£1.75,£1.55 per 100g,,world-foods
Wedel Raspberry Supreme Jaffa Cakes ,Wedel Raspberry Supreme Jaffa Cakes 147g,£1,68p per 100g,,world-foods
West Indian Pepper Sauce,West Indian Pepper Sauce150ml,£1.49,99.3p per 100ml,,world-foods
White Pearl Grape & Peach Non-Alcoholic Sparkling Drink,White Pearl Grape & Peach Non-A...750ml,£1.90,25.3p per 100ml,,world-foods
White Pearl Red Grape Non-Alcoholic Sparkling Juice Drink,White Pearl Red Grape Non-Alcohol...750ml,£1.90,25.3p per 100ml,,world-foods
White Pearl White Grape Non-Alcoholic Sparkling Juice Drink,White Pearl White Grape Non-Alcoh...750ml,£1.90,25.3p per 100ml,,world-foods
Winiary Mayonnaise,Winiary Mayonnaise400ml,£2,50p per 100ml,"Offer price £2, was £2.19",world-foods
Wonderfarm Coconut Water,Wonderfarm Coconut Water330ml,99p,30p per 100ml,,world-foods
Yehuda Matzos,Yehuda Matzos300g,£1.50,50p per 100g,,world-foods
Yeo's Nasi Goreng Paste,Yeo's Nasi Goreng Paste190g,£1.75,92.1p per 100g,,world-foods
Yeo's Rendang Paste,Yeo's Rendang Paste190g,£1.70,89.5p per 100g,,world-foods
Yutaka Bamboo Sushi Rolling Mat,Yutaka Bamboo Sushi Rolling Mat,£1.30,,,world-foods
Yutaka Chicken Gyoza,Yutaka Chicken Gyoza240g,£3.15,£13.13 per kg,,world-foods
Yutaka Katsu Style Curry Sauce,Yutaka Katsu Style Curry Sauce100g,£2.55,£25.50 per kg,,world-foods
Yutaka Mirin Sweet Rice Seasoning,Yutaka Mirin Sweet Rice Seasoning150ml,£2,£1.33 per 100ml,,world-foods
Yutaka Panko ,Yutaka Panko 180g,£2,£1.11 per 100g,,world-foods
Yutaka Reduced Salt Gluten Free Soy Sauce,Yutaka Reduced Salt Gluten Free Soy Sauce150ml,£2.25,£1.50 per 100ml,,world-foods
Yutaka Soba Noodles,Yutaka Soba Noodles250g,£1.40,£5.60 per kg,,world-foods
Yutaka Sushi Nori Roasted Seaweed Sheets,Yutaka Sushi Nori Roasted Seaweed Sheets5 per pack,£1.80,36p each,,world-foods
Yutaka Udon Noodles,Yutaka Udon Noodles250g,£1.40,£5.60 per kg,,world-foods
Yutaka White Miso Paste,Yutaka White Miso Paste100g,£1.55,£15.50 per kg,,world-foods
Kenco 8 Cappuccino Sachets,Kenco 8 Cap...118.4g,£1.75,£1.48 per 100g,,food-cupboard
Franks Redhot Buffalo Wings Sauce,Franks Redhot Buf...148ml,£1.79,£1.21 per 100ml,,food-cupboard
Doritos Loaded Pepperoni Pizza Tortilla Chips,Doritos Loaded Pe...180g,£1.75,97.2p per 100g,"Offer price £1.75, was £2.25",food-cupboard
Pure Via 100% Xylitol ,Pure Via 100% Xylitol 225g,£3.00,£1.33 per 100g,,food-cupboard
Betty Crocker Vanilla Buttercream Style Icing,Betty Crocker Van...400g,£2.99,74.8p per 100g,Buy 2 for £5,food-cupboard
Canderel On The Go 0 Calorie Liquid Drops,Canderel On The...55ml,£1.80,£3.27 per 100ml,,food-cupboard
Pure Via 100% Erythritol Nature Sweet,Pure Via 100% Eryth...250g,£3.35,13.4p per 10g,,food-cupboard
Dolmio Pasta Bake Creamy Tomato Pasta Sauce,Dolmio Pasta Ba...500g,£2.19,43.8p per 100g,Buy 2 for £3,food-cupboard
Extra Refreshers Bubblemint Sugar Free Chewing Gum Bottle 30 Pieces,Extra Refresh...67g,£2.85,£4.25 per 100g,,food-cupboard
Jacobs Mini Cheddars Nibblies Double Gloucester & Chive Flavour,Jacobs Mini Cheddar...115g,£1.25,£1.09 per 100g,"Offer price £1.25, was £2",food-cupboard
Dolmio Lasagne Red Tomato Sauce,Dolmio Lasagne...500g,£2.19,43.8p per 100g,Buy 2 for £3,food-cupboard
Popworks Sweet Chipotle Chilli,Popworks Sweet...85g,£1.25,£1.47 per 100g,"Offer price £1.25, was £2",food-cupboard
Dolmio Bolognese Smooth Tomato Pasta Sauce,Dolmio Bolo...500g,£2.19,43.8p per 100g,Buy 2 for £3,food-cupboard
Ben's Original Egg Fried Microwave Rice,Ben's Origina...250g,£1.39,55.6p per 100g,Buy 2 for £2.50,food-cupboard
Marmite Yeast Extract,Marmite Yeast Extract250g,£3.35,£1.34 per 100g,,food-cupboard
Jacob's Biscuits for Cheese Crackers Carton,Jacob's Biscuit...300g,£3.25,£1.08 per 100g,,food-cupboard
Popworks Sweet & Salt Pop Crisps,Popworks Sweet...85g,£1.25,£1.47 per 100g,"Offer price £1.25, was £2",food-cupboard
Extra Peppermint Chewing Gum Sugar Free Multipack,Extra Pepperm...6 x 10 per pack,£3.00,5p each,,food-cupboard
Old El Paso Crunchy Taco Shells x12,Old El Paso Crunc...156g,£1.89,£1.21 per 100g,Buy 2 for £3,food-cupboard
Warburtons Plain Bagels,Warburtons Plain Bagels5 per pack,£1.85,37p each,,food-cupboard
New York Bakery Co. Original Bagel Thins,New York Bakery...4 per pack,£1.29,32.3p each,,food-cupboard
The Clay Oven Bakery Garlic & Coriander Naan Breads,The Clay Oven Baker...300g,£1.25,41.7p per 100g,,food-cupboard
Schwartz Sausage Casserole Mix,Schwartz Sausage Casserole Mix35g,£1.09,31.1p per 10g,Buy 4 for £2.50,food-cupboard
Pure Via Stevia Value Pack,Pure Via Stevia Value Pack370g,£5.29,£1.43 per 100g,,food-cupboard
Old El Paso Stand N Stuff Tortilla Wrap Boats,Old El Paso Stand N Stuff...198g,£2.35,£1.19 per 100g,Buy 2 for £3,food-cupboard
Silverspoon Halfspoon Sugar,Silverspoon Halfspoon Sugar500g,£1.85,£3.70 per kg,,food-cupboard
Betty Crocker Chocolate Fudge Icing,Betty Crocker Cho...400g,£2.99,74.8p per 100g,Buy 2 for £5,food-cupboard
Dolmio Bolognese Onion & Garlic Pasta Sauce,Dolmio Bolognese Onion...500g,£2.19,43.8p per 100g,Buy 2 for £3,food-cupboard
Canderel Sugarly Value Pack,Canderel Sugarly Value Pack370g,£4.29,£1.16 per 100g,,food-cupboard
Doritos Flame Grilled Whopper,Doritos Flame Grilled Whopper180g,£1.75,97.2p per 100g,"Offer price £1.75, was £2.25",food-cupboard
Doritos Triple Cheese Pizza Tortilla Chips,Doritos Triple Cheese Pizza Tortilla Chips180g,£1.75,97.2p per 100g,"Offer price £1.75, was £2.25",food-cupboard
Extra Peppermint Chewing Gum Sugar Free Bottle 60 Pieces,Extra Peppermint Chewing Gum Su...84g,£2.85,£3.39 per 100g,,food-cupboard
Extra Spearmint Chewing Gum Sugar Free Bottle 60 Pieces,Extra Spearmint Chewing Gum Sug...60 per pack,£2.85,4.8p each,,food-cupboard
Walkers Baked Crisps Variety Pack,Walkers Baked Crisps Variety Pack6 x 22g,£1.75,£1.33 per 100g,Buy 2 for £3,food-cupboard
Aero Bubbles Milk Chocolate Medium Easter Egg,Aero Bubbles Milk Chocola...121g,£1.50,£1.24 per 100g,Save 50p Off Your Next Shop,food-cupboard
